,title,stats,type,highlighted,home,away,match_id
3,Blocks,"[0, 0]",text,equal,0,0,2161891
4,Clearances,"[13, 12]",text,home,13,12,2161891
5,Keeper saves,"[4, 1]",text,home,4,1,2161891
0,Duels,"[None, None]",title,equal,,,2161891
1,Duels won,"[33, 53]",text,away,33,53,2161891
2,Ground duels won,"['26 (37%)', '44 (63%)']",text,away,26 (37%),44 (63%),2161891
3,Aerial duels won,"['7 (44%)', '9 (56%)']",text,away,7 (44%),9 (56%),2161891
4,Successful dribbles,"['6 (43%)', '9 (60%)']",text,away,6 (43%),9 (60%),2161891
0,Discipline,"[None, None]",title,equal,,,2161891
1,Yellow cards,"[2, 1]",text,home,2.0,1.0,2161891
2,Red cards,"[0, 1]",text,away,0.0,1.0,2161891
0,Ball possession,"[56, 44]",graph,home,56,44,2161895
1,Total shots,"[23, 11]",text,home,23,11,2161895
2,Big chances,"[0, 0]",text,equal,0,0,2161895
3,Big chances missed,"[0, 0]",text,equal,0,0,2161895
4,Accurate passes,"['403 (84%)', '300 (78%)']",text,home,403 (84%),300 (78%),2161895
5,Fouls committed,"[22, 6]",text,away,22,6,2161895
6,Offsides,"[3, 1]",text,away,3,1,2161895
7,Corners,"[8, 6]",text,home,8,6,2161895
0,Shots,"[None, None]",title,equal,,,2161895
1,Total shots,"[23, 11]",text,home,23.0,11.0,2161895
2,Shots off target,"[6, 5]",text,home,6.0,5.0,2161895
3,Shots on target,"[8, 2]",text,home,8.0,2.0,2161895
4,Blocked shots,"[9, 4]",text,home,9.0,4.0,2161895
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2161895
6,Shots inside box,"[12, 4]",text,home,12.0,4.0,2161895
7,Shots outside box,"[11, 7]",text,home,11.0,7.0,2161895
0,Passes,"[None, None]",title,equal,,,2161895
1,Passes,"[482, 384]",text,home,482,384,2161895
2,Accurate passes,"['403 (84%)', '300 (78%)']",text,home,403 (84%),300 (78%),2161895
3,Own half,"[0, 0]",text,equal,0,0,2161895
4,Opposition half,"[256, 140]",text,home,256,140,2161895
5,Accurate long balls,"['40 (55%)', '31 (42%)']",text,home,40 (55%),31 (42%),2161895
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161895
7,Throws,"[17, 16]",text,home,17,16,2161895
0,Defence,"[None, None]",title,equal,,,2161895
1,Tackles won,"['13 (62%)', '7 (50%)']",text,home,13 (62%),7 (50%),2161895
2,Interceptions,"[18, 13]",text,home,18,13,2161895
3,Blocks,"[0, 0]",text,equal,0,0,2161895
4,Clearances,"[9, 12]",text,away,9,12,2161895
5,Keeper saves,"[2, 7]",text,away,2,7,2161895
0,Duels,"[None, None]",title,equal,,,2161895
1,Duels won,"[40, 50]",text,away,40,50,2161895
2,Ground duels won,"['30 (43%)', '40 (57%)']",text,away,30 (43%),40 (57%),2161895
3,Aerial duels won,"['10 (50%)', '10 (50%)']",text,equal,10 (50%),10 (50%),2161895
4,Successful dribbles,"['4 (40%)', '8 (50%)']",text,away,4 (40%),8 (50%),2161895
0,Discipline,"[None, None]",title,equal,,,2161895
1,Yellow cards,"[3, 1]",text,home,3.0,1.0,2161895
2,Red cards,"[0, 1]",text,away,0.0,1.0,2161895
0,Ball possession,"[40, 60]",graph,away,40,60,2161900
1,Total shots,"[13, 10]",text,home,13,10,2161900
2,Big chances,"[0, 0]",text,equal,0,0,2161900
3,Big chances missed,"[0, 0]",text,equal,0,0,2161900
4,Accurate passes,"['316 (76%)', '483 (78%)']",text,away,316 (76%),483 (78%),2161900
5,Fouls committed,"[11, 10]",text,away,11,10,2161900
6,Offsides,"[2, 1]",text,away,2,1,2161900
7,Corners,"[3, 3]",text,equal,3,3,2161900
0,Shots,"[None, None]",title,equal,,,2161900
1,Total shots,"[13, 10]",text,home,13.0,10.0,2161900
2,Shots off target,"[3, 6]",text,away,3.0,6.0,2161900
3,Shots on target,"[8, 1]",text,home,8.0,1.0,2161900
4,Blocked shots,"[2, 3]",text,away,2.0,3.0,2161900
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161900
6,Shots inside box,"[7, 5]",text,home,7.0,5.0,2161900
7,Shots outside box,"[6, 5]",text,home,6.0,5.0,2161900
0,Passes,"[None, None]",title,equal,,,2161900
1,Passes,"[414, 618]",text,away,414,618,2161900
2,Accurate passes,"['316 (76%)', '483 (78%)']",text,away,316 (76%),483 (78%),2161900
3,Own half,"[0, 0]",text,equal,0,0,2161900
4,Opposition half,"[208, 188]",text,home,208,188,2161900
5,Accurate long balls,"['27 (42%)', '42 (46%)']",text,away,27 (42%),42 (46%),2161900
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161900
7,Throws,"[20, 29]",text,away,20,29,2161900
0,Defence,"[None, None]",title,equal,,,2161900
1,Tackles won,"['9 (75%)', '17 (61%)']",text,away,9 (75%),17 (61%),2161900
2,Interceptions,"[33, 17]",text,home,33,17,2161900
3,Blocks,"[0, 0]",text,equal,0,0,2161900
4,Clearances,"[10, 10]",text,equal,10,10,2161900
5,Keeper saves,"[0, 7]",text,away,0,7,2161900
0,Duels,"[None, None]",title,equal,,,2161900
1,Duels won,"[35, 62]",text,away,35,62,2161900
2,Ground duels won,"['28 (38%)', '45 (62%)']",text,away,28 (38%),45 (62%),2161900
3,Aerial duels won,"['7 (29%)', '17 (71%)']",text,away,7 (29%),17 (71%),2161900
4,Successful dribbles,"['7 (44%)', '7 (58%)']",text,equal,7 (44%),7 (58%),2161900
0,Discipline,"[None, None]",title,equal,,,2161900
1,Yellow cards,"[1, 4]",text,away,1.0,4.0,2161900
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161900
0,Ball possession,"[57, 43]",graph,home,57,43,2161907
1,Total shots,"[19, 8]",text,home,19,8,2161907
2,Big chances,"[0, 0]",text,equal,0,0,2161907
3,Big chances missed,"[0, 0]",text,equal,0,0,2161907
4,Accurate passes,"['375 (79%)', '252 (72%)']",text,home,375 (79%),252 (72%),2161907
5,Fouls committed,"[14, 12]",text,away,14,12,2161907
6,Offsides,"[1, 7]",text,home,1,7,2161907
7,Corners,"[4, 2]",text,home,4,2,2161907
0,Shots,"[None, None]",title,equal,,,2161907
1,Total shots,"[19, 8]",text,home,19.0,8.0,2161907
2,Shots off target,"[8, 5]",text,home,8.0,5.0,2161907
3,Shots on target,"[8, 0]",text,home,8.0,0.0,2161907
4,Blocked shots,"[3, 3]",text,equal,3.0,3.0,2161907
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2161907
6,Shots inside box,"[10, 1]",text,home,10.0,1.0,2161907
7,Shots outside box,"[9, 7]",text,home,9.0,7.0,2161907
0,Passes,"[None, None]",title,equal,,,2161907
1,Passes,"[473, 351]",text,home,473,351,2161907
2,Accurate passes,"['375 (79%)', '252 (72%)']",text,home,375 (79%),252 (72%),2161907
3,Own half,"[0, 0]",text,equal,0,0,2161907
4,Opposition half,"[181, 143]",text,home,181,143,2161907
5,Accurate long balls,"['41 (61%)', '25 (37%)']",text,home,41 (61%),25 (37%),2161907
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161907
7,Throws,"[28, 27]",text,home,28,27,2161907
0,Defence,"[None, None]",title,equal,,,2161907
1,Tackles won,"['19 (70%)', '20 (74%)']",text,away,19 (70%),20 (74%),2161907
2,Interceptions,"[14, 23]",text,away,14,23,2161907
3,Blocks,"[0, 0]",text,equal,0,0,2161907
4,Clearances,"[19, 26]",text,away,19,26,2161907
5,Keeper saves,"[0, 8]",text,away,0,8,2161907
0,Duels,"[None, None]",title,equal,,,2161907
1,Duels won,"[56, 60]",text,away,56,60,2161907
2,Ground duels won,"['45 (48%)', '48 (52%)']",text,away,45 (48%),48 (52%),2161907
3,Aerial duels won,"['11 (48%)', '12 (52%)']",text,away,11 (48%),12 (52%),2161907
4,Successful dribbles,"['7 (35%)', '8 (38%)']",text,away,7 (35%),8 (38%),2161907
0,Discipline,"[None, None]",title,equal,,,2161907
1,Yellow cards,"[1, 1]",text,equal,1.0,1.0,2161907
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161907
0,Ball possession,"[56, 44]",graph,home,56,44,2161914
1,Total shots,"[18, 10]",text,home,18,10,2161914
2,Big chances,"[0, 0]",text,equal,0,0,2161914
3,Big chances missed,"[0, 0]",text,equal,0,0,2161914
4,Accurate passes,"['351 (76%)', '254 (65%)']",text,home,351 (76%),254 (65%),2161914
5,Fouls committed,"[18, 12]",text,away,18,12,2161914
6,Offsides,"[2, 4]",text,home,2,4,2161914
7,Corners,"[5, 3]",text,home,5,3,2161914
0,Shots,"[None, None]",title,equal,,,2161914
1,Total shots,"[18, 10]",text,home,18.0,10.0,2161914
2,Shots off target,"[10, 5]",text,home,10.0,5.0,2161914
3,Shots on target,"[3, 3]",text,equal,3.0,3.0,2161914
4,Blocked shots,"[5, 2]",text,home,5.0,2.0,2161914
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161914
6,Shots inside box,"[9, 4]",text,home,9.0,4.0,2161914
7,Shots outside box,"[9, 6]",text,home,9.0,6.0,2161914
0,Passes,"[None, None]",title,equal,,,2161914
1,Passes,"[464, 390]",text,home,464,390,2161914
2,Accurate passes,"['351 (76%)', '254 (65%)']",text,home,351 (76%),254 (65%),2161914
3,Own half,"[0, 0]",text,equal,0,0,2161914
4,Opposition half,"[214, 126]",text,home,214,126,2161914
5,Accurate long balls,"['28 (37%)', '47 (42%)']",text,away,28 (37%),47 (42%),2161914
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161914
7,Throws,"[21, 5]",text,home,21,5,2161914
0,Defence,"[None, None]",title,equal,,,2161914
1,Tackles won,"['11 (85%)', '18 (69%)']",text,away,11 (85%),18 (69%),2161914
2,Interceptions,"[19, 22]",text,away,19,22,2161914
3,Blocks,"[0, 0]",text,equal,0,0,2161914
4,Clearances,"[11, 24]",text,away,11,24,2161914
5,Keeper saves,"[2, 3]",text,away,2,3,2161914
0,Duels,"[None, None]",title,equal,,,2161914
1,Duels won,"[46, 63]",text,away,46,63,2161914
2,Ground duels won,"['31 (40%)', '46 (60%)']",text,away,31 (40%),46 (60%),2161914
3,Aerial duels won,"['15 (47%)', '17 (53%)']",text,away,15 (47%),17 (53%),2161914
4,Successful dribbles,"['6 (30%)', '2 (25%)']",text,home,6 (30%),2 (25%),2161914
0,Discipline,"[None, None]",title,equal,,,2161914
1,Yellow cards,"[2, 2]",text,equal,2.0,2.0,2161914
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161914
0,Ball possession,"[48, 52]",graph,away,48,52,2161915
1,Total shots,"[15, 19]",text,away,15,19,2161915
2,Big chances,"[0, 0]",text,equal,0,0,2161915
3,Big chances missed,"[0, 0]",text,equal,0,0,2161915
4,Accurate passes,"['291 (80%)', '333 (80%)']",text,away,291 (80%),333 (80%),2161915
5,Fouls committed,"[7, 9]",text,home,7,9,2161915
6,Offsides,"[7, 2]",text,away,7,2,2161915
7,Corners,"[11, 4]",text,home,11,4,2161915
0,Shots,"[None, None]",title,equal,,,2161915
1,Total shots,"[15, 19]",text,away,15.0,19.0,2161915
2,Shots off target,"[9, 7]",text,home,9.0,7.0,2161915
3,Shots on target,"[3, 5]",text,away,3.0,5.0,2161915
4,Blocked shots,"[3, 7]",text,away,3.0,7.0,2161915
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2161915
6,Shots inside box,"[13, 12]",text,home,13.0,12.0,2161915
7,Shots outside box,"[2, 7]",text,away,2.0,7.0,2161915
0,Passes,"[None, None]",title,equal,,,2161915
1,Passes,"[366, 418]",text,away,366,418,2161915
2,Accurate passes,"['291 (80%)', '333 (80%)']",text,away,291 (80%),333 (80%),2161915
3,Own half,"[0, 0]",text,equal,0,0,2161915
4,Opposition half,"[128, 129]",text,away,128,129,2161915
5,Accurate long balls,"['31 (53%)', '36 (58%)']",text,away,31 (53%),36 (58%),2161915
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161915
7,Throws,"[17, 20]",text,away,17,20,2161915
0,Defence,"[None, None]",title,equal,,,2161915
1,Tackles won,"['7 (50%)', '19 (86%)']",text,away,7 (50%),19 (86%),2161915
2,Interceptions,"[29, 21]",text,home,29,21,2161915
3,Blocks,"[0, 0]",text,equal,0,0,2161915
4,Clearances,"[8, 13]",text,away,8,13,2161915
5,Keeper saves,"[3, 0]",text,home,3,0,2161915
0,Duels,"[None, None]",title,equal,,,2161915
1,Duels won,"[48, 43]",text,home,48,43,2161915
2,Ground duels won,"['34 (49%)', '36 (51%)']",text,away,34 (49%),36 (51%),2161915
3,Aerial duels won,"['14 (67%)', '7 (33%)']",text,home,14 (67%),7 (33%),2161915
4,Successful dribbles,"['12 (48%)', '8 (50%)']",text,home,12 (48%),8 (50%),2161915
0,Discipline,"[None, None]",title,equal,,,2161915
1,Yellow cards,"[1, 3]",text,away,1.0,3.0,2161915
2,Red cards,"[1, 0]",text,home,1.0,0.0,2161915
0,Ball possession,"[37, 63]",graph,away,37,63,2161919
1,Total shots,"[13, 16]",text,away,13,16,2161919
2,Big chances,"[0, 0]",text,equal,0,0,2161919
3,Big chances missed,"[0, 0]",text,equal,0,0,2161919
4,Accurate passes,"['266 (74%)', '508 (85%)']",text,away,266 (74%),508 (85%),2161919
5,Fouls committed,"[13, 7]",text,away,13,7,2161919
6,Offsides,"[3, 1]",text,away,3,1,2161919
7,Corners,"[1, 4]",text,away,1,4,2161919
0,Shots,"[None, None]",title,equal,,,2161919
1,Total shots,"[13, 16]",text,away,13.0,16.0,2161919
2,Shots off target,"[3, 8]",text,away,3.0,8.0,2161919
3,Shots on target,"[5, 4]",text,home,5.0,4.0,2161919
4,Blocked shots,"[5, 4]",text,home,5.0,4.0,2161919
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2161919
6,Shots inside box,"[7, 6]",text,home,7.0,6.0,2161919
7,Shots outside box,"[6, 10]",text,away,6.0,10.0,2161919
0,Passes,"[None, None]",title,equal,,,2161919
1,Passes,"[361, 597]",text,away,361,597,2161919
2,Accurate passes,"['266 (74%)', '508 (85%)']",text,away,266 (74%),508 (85%),2161919
3,Own half,"[0, 0]",text,equal,0,0,2161919
4,Opposition half,"[170, 372]",text,away,170,372,2161919
5,Accurate long balls,"['19 (31%)', '37 (54%)']",text,away,19 (31%),37 (54%),2161919
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161919
7,Throws,"[11, 19]",text,away,11,19,2161919
0,Defence,"[None, None]",title,equal,,,2161919
1,Tackles won,"['13 (62%)', '12 (67%)']",text,home,13 (62%),12 (67%),2161919
2,Interceptions,"[15, 18]",text,away,15,18,2161919
3,Blocks,"[0, 0]",text,equal,0,0,2161919
4,Clearances,"[23, 12]",text,home,23,12,2161919
5,Keeper saves,"[3, 2]",text,home,3,2,2161919
0,Duels,"[None, None]",title,equal,,,2161919
1,Duels won,"[46, 53]",text,away,46,53,2161919
2,Ground duels won,"['37 (47%)', '41 (53%)']",text,away,37 (47%),41 (53%),2161919
3,Aerial duels won,"['9 (43%)', '12 (57%)']",text,away,9 (43%),12 (57%),2161919
4,Successful dribbles,"['9 (53%)', '10 (53%)']",text,away,9 (53%),10 (53%),2161919
0,Discipline,"[None, None]",title,equal,,,2161919
1,Yellow cards,"[0, 2]",text,away,0.0,2.0,2161919
2,Red cards,"[1, 0]",text,home,1.0,0.0,2161919
0,Ball possession,"[53, 47]",graph,home,53,47,2161925
1,Total shots,"[11, 10]",text,home,11,10,2161925
2,Big chances,"[0, 0]",text,equal,0,0,2161925
3,Big chances missed,"[0, 0]",text,equal,0,0,2161925
4,Accurate passes,"['382 (81%)', '329 (78%)']",text,home,382 (81%),329 (78%),2161925
5,Fouls committed,"[12, 13]",text,home,12,13,2161925
6,Offsides,"[1, 2]",text,home,1,2,2161925
7,Corners,"[7, 8]",text,away,7,8,2161925
0,Shots,"[None, None]",title,equal,,,2161925
1,Total shots,"[11, 10]",text,home,11.0,10.0,2161925
2,Shots off target,"[5, 3]",text,home,5.0,3.0,2161925
3,Shots on target,"[2, 4]",text,away,2.0,4.0,2161925
4,Blocked shots,"[4, 3]",text,home,4.0,3.0,2161925
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161925
6,Shots inside box,"[7, 6]",text,home,7.0,6.0,2161925
7,Shots outside box,"[4, 4]",text,equal,4.0,4.0,2161925
0,Passes,"[None, None]",title,equal,,,2161925
1,Passes,"[473, 422]",text,home,473,422,2161925
2,Accurate passes,"['382 (81%)', '329 (78%)']",text,home,382 (81%),329 (78%),2161925
3,Own half,"[0, 0]",text,equal,0,0,2161925
4,Opposition half,"[197, 143]",text,home,197,143,2161925
5,Accurate long balls,"['50 (63%)', '31 (38%)']",text,home,50 (63%),31 (38%),2161925
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161925
7,Throws,"[22, 17]",text,home,22,17,2161925
0,Defence,"[None, None]",title,equal,,,2161925
1,Tackles won,"['8 (62%)', '13 (81%)']",text,away,8 (62%),13 (81%),2161925
2,Interceptions,"[20, 25]",text,away,20,25,2161925
3,Blocks,"[0, 0]",text,equal,0,0,2161925
4,Clearances,"[9, 16]",text,away,9,16,2161925
5,Keeper saves,"[2, 2]",text,equal,2,2,2161925
0,Duels,"[None, None]",title,equal,,,2161925
1,Duels won,"[40, 43]",text,away,40,43,2161925
2,Ground duels won,"['27 (44%)', '35 (56%)']",text,away,27 (44%),35 (56%),2161925
3,Aerial duels won,"['13 (62%)', '8 (38%)']",text,home,13 (62%),8 (38%),2161925
4,Successful dribbles,"['5 (45%)', '8 (73%)']",text,away,5 (45%),8 (73%),2161925
0,Discipline,"[None, None]",title,equal,,,2161925
1,Yellow cards,"[0, 1]",text,away,0.0,1.0,2161925
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161925
0,Ball possession,"[35, 65]",graph,away,35,65,2161924
1,Total shots,"[11, 14]",text,away,11,14,2161924
2,Big chances,"[0, 0]",text,equal,0,0,2161924
3,Big chances missed,"[0, 0]",text,equal,0,0,2161924
4,Accurate passes,"['224 (70%)', '482 (81%)']",text,away,224 (70%),482 (81%),2161924
5,Fouls committed,"[7, 11]",text,home,7,11,2161924
6,Offsides,"[1, 1]",text,equal,1,1,2161924
7,Corners,"[5, 6]",text,away,5,6,2161924
0,Shots,"[None, None]",title,equal,,,2161924
1,Total shots,"[11, 14]",text,away,11.0,14.0,2161924
2,Shots off target,"[6, 9]",text,away,6.0,9.0,2161924
3,Shots on target,"[5, 1]",text,home,5.0,1.0,2161924
4,Blocked shots,"[0, 4]",text,away,0.0,4.0,2161924
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2161924
6,Shots inside box,"[8, 7]",text,home,8.0,7.0,2161924
7,Shots outside box,"[3, 7]",text,away,3.0,7.0,2161924
0,Passes,"[None, None]",title,equal,,,2161924
1,Passes,"[318, 593]",text,away,318,593,2161924
2,Accurate passes,"['224 (70%)', '482 (81%)']",text,away,224 (70%),482 (81%),2161924
3,Own half,"[0, 0]",text,equal,0,0,2161924
4,Opposition half,"[105, 231]",text,away,105,231,2161924
5,Accurate long balls,"['24 (36%)', '33 (49%)']",text,away,24 (36%),33 (49%),2161924
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161924
7,Throws,"[19, 17]",text,home,19,17,2161924
0,Defence,"[None, None]",title,equal,,,2161924
1,Tackles won,"['15 (79%)', '17 (77%)']",text,away,15 (79%),17 (77%),2161924
2,Interceptions,"[21, 13]",text,home,21,13,2161924
3,Blocks,"[0, 0]",text,equal,0,0,2161924
4,Clearances,"[10, 5]",text,home,10,5,2161924
5,Keeper saves,"[1, 3]",text,away,1,3,2161924
0,Duels,"[None, None]",title,equal,,,2161924
1,Duels won,"[48, 55]",text,away,48,55,2161924
2,Ground duels won,"['39 (46%)', '45 (54%)']",text,away,39 (46%),45 (54%),2161924
3,Aerial duels won,"['9 (47%)', '10 (53%)']",text,away,9 (47%),10 (53%),2161924
4,Successful dribbles,"['10 (48%)', '16 (76%)']",text,away,10 (48%),16 (76%),2161924
0,Discipline,"[None, None]",title,equal,,,2161924
1,Yellow cards,"[2, 3]",text,away,2.0,3.0,2161924
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161924
0,Ball possession,"[60, 40]",graph,home,60,40,2161935
1,Total shots,"[16, 15]",text,home,16,15,2161935
2,Big chances,"[0, 0]",text,equal,0,0,2161935
3,Big chances missed,"[0, 0]",text,equal,0,0,2161935
4,Accurate passes,"['324 (76%)', '177 (61%)']",text,home,324 (76%),177 (61%),2161935
5,Fouls committed,"[17, 16]",text,away,17,16,2161935
6,Offsides,"[1, 4]",text,home,1,4,2161935
7,Corners,"[4, 4]",text,equal,4,4,2161935
0,Shots,"[None, None]",title,equal,,,2161935
1,Total shots,"[16, 15]",text,home,16.0,15.0,2161935
2,Shots off target,"[5, 5]",text,equal,5.0,5.0,2161935
3,Shots on target,"[4, 7]",text,away,4.0,7.0,2161935
4,Blocked shots,"[7, 3]",text,home,7.0,3.0,2161935
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2161935
6,Shots inside box,"[11, 11]",text,equal,11.0,11.0,2161935
7,Shots outside box,"[5, 4]",text,home,5.0,4.0,2161935
0,Passes,"[None, None]",title,equal,,,2161935
1,Passes,"[428, 289]",text,home,428,289,2161935
2,Accurate passes,"['324 (76%)', '177 (61%)']",text,home,324 (76%),177 (61%),2161935
3,Own half,"[0, 0]",text,equal,0,0,2161935
4,Opposition half,"[174, 85]",text,home,174,85,2161935
5,Accurate long balls,"['32 (42%)', '29 (36%)']",text,home,32 (42%),29 (36%),2161935
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161935
7,Throws,"[18, 27]",text,away,18,27,2161935
0,Defence,"[None, None]",title,equal,,,2161935
1,Tackles won,"['12 (60%)', '14 (74%)']",text,away,12 (60%),14 (74%),2161935
2,Interceptions,"[26, 13]",text,home,26,13,2161935
3,Blocks,"[0, 0]",text,equal,0,0,2161935
4,Clearances,"[24, 14]",text,home,24,14,2161935
5,Keeper saves,"[5, 1]",text,home,5,1,2161935
0,Duels,"[None, None]",title,equal,,,2161935
1,Duels won,"[56, 54]",text,home,56,54,2161935
2,Ground duels won,"['44 (51%)', '42 (49%)']",text,home,44 (51%),42 (49%),2161935
3,Aerial duels won,"['12 (50%)', '12 (50%)']",text,equal,12 (50%),12 (50%),2161935
4,Successful dribbles,"['9 (60%)', '7 (54%)']",text,home,9 (60%),7 (54%),2161935
0,Discipline,"[None, None]",title,equal,,,2161935
1,Yellow cards,"[3, 1]",text,home,3.0,1.0,2161935
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161935
0,Ball possession,"[57, 43]",graph,home,57,43,2161938
1,Total shots,"[6, 10]",text,away,6,10,2161938
2,Big chances,"[0, 0]",text,equal,0,0,2161938
3,Big chances missed,"[2, 1]",text,away,2,1,2161938
4,Accurate passes,"['374 (76%)', '265 (72%)']",text,home,374 (76%),265 (72%),2161938
5,Fouls committed,"[8, 15]",text,home,8,15,2161938
6,Offsides,"[1, 1]",text,equal,1,1,2161938
7,Corners,"[6, 3]",text,home,6,3,2161938
0,Shots,"[None, None]",title,equal,,,2161938
1,Total shots,"[6, 10]",text,away,6.0,10.0,2161938
2,Shots off target,"[3, 5]",text,away,3.0,5.0,2161938
3,Shots on target,"[2, 3]",text,away,2.0,3.0,2161938
4,Blocked shots,"[1, 2]",text,away,1.0,2.0,2161938
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161938
6,Shots inside box,"[4, 6]",text,away,4.0,6.0,2161938
7,Shots outside box,"[2, 4]",text,away,2.0,4.0,2161938
0,Passes,"[None, None]",title,equal,,,2161938
1,Passes,"[491, 369]",text,home,491,369,2161938
2,Accurate passes,"['374 (76%)', '265 (72%)']",text,home,374 (76%),265 (72%),2161938
3,Own half,"[0, 0]",text,equal,0,0,2161938
4,Opposition half,"[197, 129]",text,home,197,129,2161938
5,Accurate long balls,"['32 (47%)', '38 (41%)']",text,away,32 (47%),38 (41%),2161938
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161938
7,Throws,"[20, 17]",text,home,20,17,2161938
0,Defence,"[None, None]",title,equal,,,2161938
1,Tackles won,"['13 (76%)', '11 (69%)']",text,home,13 (76%),11 (69%),2161938
2,Interceptions,"[30, 27]",text,home,30,27,2161938
3,Blocks,"[0, 0]",text,equal,0,0,2161938
4,Clearances,"[17, 12]",text,home,17,12,2161938
5,Keeper saves,"[2, 1]",text,home,2,1,2161938
0,Duels,"[None, None]",title,equal,,,2161938
1,Duels won,"[60, 41]",text,home,60,41,2161938
2,Ground duels won,"['39 (55%)', '32 (45%)']",text,home,39 (55%),32 (45%),2161938
3,Aerial duels won,"['21 (70%)', '9 (30%)']",text,home,21 (70%),9 (30%),2161938
4,Successful dribbles,"['10 (77%)', '9 (53%)']",text,home,10 (77%),9 (53%),2161938
0,Discipline,"[None, None]",title,equal,,,2161938
1,Yellow cards,"[0, 1]",text,away,0.0,1.0,2161938
2,Red cards,"[0, 1]",text,away,0.0,1.0,2161938
0,Ball possession,"[50, 50]",graph,equal,50,50,2161936
1,Total shots,"[16, 17]",text,away,16,17,2161936
2,Big chances,"[0, 0]",text,equal,0,0,2161936
3,Big chances missed,"[0, 0]",text,equal,0,0,2161936
4,Accurate passes,"['394 (82%)', '414 (84%)']",text,away,394 (82%),414 (84%),2161936
5,Fouls committed,"[9, 13]",text,home,9,13,2161936
6,Offsides,"[0, 1]",text,home,0,1,2161936
7,Corners,"[6, 5]",text,home,6,5,2161936
0,Shots,"[None, None]",title,equal,,,2161936
1,Total shots,"[16, 17]",text,away,16.0,17.0,2161936
2,Shots off target,"[7, 7]",text,equal,7.0,7.0,2161936
3,Shots on target,"[8, 4]",text,home,8.0,4.0,2161936
4,Blocked shots,"[1, 6]",text,away,1.0,6.0,2161936
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161936
6,Shots inside box,"[9, 10]",text,away,9.0,10.0,2161936
7,Shots outside box,"[7, 7]",text,equal,7.0,7.0,2161936
0,Passes,"[None, None]",title,equal,,,2161936
1,Passes,"[480, 495]",text,away,480,495,2161936
2,Accurate passes,"['394 (82%)', '414 (84%)']",text,away,394 (82%),414 (84%),2161936
3,Own half,"[0, 0]",text,equal,0,0,2161936
4,Opposition half,"[212, 179]",text,home,212,179,2161936
5,Accurate long balls,"['44 (60%)', '32 (60%)']",text,home,44 (60%),32 (60%),2161936
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161936
7,Throws,"[19, 13]",text,home,19,13,2161936
0,Defence,"[None, None]",title,equal,,,2161936
1,Tackles won,"['13 (68%)', '14 (82%)']",text,away,13 (68%),14 (82%),2161936
2,Interceptions,"[16, 18]",text,away,16,18,2161936
3,Blocks,"[0, 0]",text,equal,0,0,2161936
4,Clearances,"[15, 17]",text,away,15,17,2161936
5,Keeper saves,"[4, 7]",text,away,4,7,2161936
0,Duels,"[None, None]",title,equal,,,2161936
1,Duels won,"[52, 45]",text,home,52,45,2161936
2,Ground duels won,"['39 (54%)', '33 (46%)']",text,home,39 (54%),33 (46%),2161936
3,Aerial duels won,"['13 (52%)', '12 (48%)']",text,home,13 (52%),12 (48%),2161936
4,Successful dribbles,"['9 (82%)', '7 (44%)']",text,home,9 (82%),7 (44%),2161936
0,Discipline,"[None, None]",title,equal,,,2161936
1,Yellow cards,"[2, 2]",text,equal,2.0,2.0,2161936
